brand,fuel_type,transmission,ext_col,int_col,Age,horsepower,engine_size,num_cylinders,accident_encoded,clean_title_encoded,log_milage,log_price
14.0,0.0,0.0,0.0,0.0,6,250.0,3.0,6.0,1,1,11.429554725537322,10.505094936455558
36.0,2.0,0.0,3.0,6.0,3,310.0,2.0,4.0,0,0,9.618668045697824,10.907789161732996
3.0,2.0,2.0,0.0,0.0,7,333.0,3.0,6.0,1,1,10.571342565808699,10.463131911491967
44.0,2.0,0.0,2.0,6.0,7,410.0,6.4,6.0,1,1,11.119645811725865,10.747229096720554
52.0,5.0,0.0,0.0,6.0,9,329.0,3.5,6.0,0,1,11.036340224358938,10.308152340473523
3.0,2.0,0.0,0.0,0.0,7,605.0,4.0,6.0,0,1,10.902297921958713,10.887455624298198
19.0,3.0,0.0,3.0,0.0,2,192.0,2.0,6.0,0,1,10.327643559087782,10.275085591132715
3.0,2.0,0.0,0.0,0.0,8,450.0,4.0,6.0,1,1,11.868268522341692,9.99884318585288
14.0,2.0,0.0,1.0,3.0,15,207.0,4.0,6.0,1,1,12.020953178232556,8.85366542803745
20.0,3.0,0.0,3.0,0.0,9,354.0,3.5,6.0,1,1,11.396144427146307,9.902386947092095
4.0,2.0,2.0,9.0,6.0,13,414.0,4.0,6.0,0,1,11.651739131787249,9.951849053414007
36.0,2.0,0.0,0.0,0.0,15,268.0,3.5,6.0,1,1,12.049424683420915,8.46611040118692
14.0,2.0,0.0,0.0,0.0,5,310.0,3.5,6.0,0,0,11.40832021957955,10.260847261969445
9.0,2.0,2.0,0.0,0.0,10,323.0,3.6,6.0,1,1,11.488427833369828,9.61587214452889
34.0,2.0,1.0,0.0,0.0,7,155.0,2.0,6.0,1,1,10.859018228147887,9.928228944424575
22.0,2.0,0.0,6.0,0.0,3,310.0,3.6,6.0,0,0,10.164658797946995,10.555968976370059
31.0,2.0,0.0,8.0,0.0,8,189.0,2.0,6.0,0,1,10.637800668461894,9.769727562356604
47.0,2.0,1.0,0.0,6.0,22,205.0,2.0,6.0,0,1,11.25416768929685,8.922791623969637
4.0,2.0,0.0,1.0,6.0,5,335.0,3.0,6.0,0,1,10.819798284210286,10.668978650219241
43.0,2.0,0.0,9.0,6.0,3,310.0,3.5,6.0,0,0,9.98109653186311,10.985275773591676
3.0,2.0,0.0,9.0,6.0,2,310.0,3.5,6.0,0,0,9.762960317399152,10.596609732783568
15.0,2.0,0.0,6.0,0.0,4,310.0,2.5,4.0,0,0,10.323085651110205,10.297082488073805
3.0,2.0,1.0,1.0,1.0,19,250.0,2.7,6.0,1,1,11.938199736300925,8.77971129020447
37.0,2.0,2.0,8.0,0.0,20,302.0,4.6,6.0,0,1,10.943781931879723,10.043292972227004
19.0,2.0,0.0,9.0,9.0,9,311.0,3.8,6.0,1,1,11.66661603896503,9.44943600950432
3.0,2.0,0.0,1.0,0.0,6,354.0,3.0,6.0,1,1,11.184435286790631,10.308985993422082
3.0,3.0,0.0,0.0,2.0,5,335.0,3.0,6.0,0,1,10.571342565808699,10.819798284210286
28.0,2.0,0.0,6.0,6.0,16,300.0,5.4,6.0,0,1,11.91170829631447,9.22029070282935
4.0,2.0,1.0,9.0,8.0,6,425.0,3.0,6.0,0,1,9.867912187022208,11.06665398721974
34.0,2.0,0.0,3.0,7.0,3,310.0,2.5,4.0,0,1,10.234121350021288,10.517862051930678
9.0,2.0,2.0,0.0,7.0,1,490.0,6.2,6.0,0,1,8.09376775793108,11.27720313144916
14.0,2.0,0.0,9.0,6.0,7,375.0,3.5,6.0,0,1,11.216538951888301,10.491301994830229
14.0,0.0,0.0,9.0,0.0,5,450.0,6.7,6.0,1,1,11.350418300109132,10.915106645867503
13.0,2.0,0.0,3.0,1.0,2,611.0,3.9,6.0,0,1,7.719129840906732,12.466515835145202
36.0,2.0,0.0,0.0,6.0,7,362.0,3.0,6.0,1,1,10.738589920723442,10.404293143019792
19.0,2.0,0.0,8.0,3.0,5,185.0,2.4,6.0,0,1,10.809748150372926,10.239995502805316
36.0,2.0,0.0,0.0,0.0,12,302.0,3.5,6.0,0,1,10.345959386273389,10.064798252418377
14.0,0.0,0.0,1.0,3.0,16,350.0,6.4,6.0,1,1,11.914790768215276,9.412546252075513
37.0,2.0,0.0,1.0,6.0,21,302.0,4.6,6.0,1,1,11.407576060361786,9.648659816955295
14.0,1.0,0.0,9.0,3.0,3,275.0,3.5,6.0,0,1,10.778977123006351,10.950824090522445
36.0,2.0,0.0,9.0,6.0,11,248.0,3.5,6.0,1,1,11.49273296168228,9.648659816955295
54.0,2.0,0.0,9.0,0.0,2,310.0,3.5,6.0,0,0,9.833923089150218,10.563569038890739
9.0,2.0,0.0,2.0,2.0,18,325.0,8.1,6.0,1,1,11.002116507732017,10.124669180536797
9.0,1.0,0.0,6.0,2.0,10,320.0,5.3,6.0,0,1,12.040614105490253,9.61587214452889
38.0,2.0,1.0,7.0,0.0,16,162.0,2.4,6.0,0,1,12.15214958053555,8.699681400989514
53.0,2.0,0.0,0.0,2.0,8,381.0,5.7,6.0,0,1,11.418625774449596,11.134603622683905
16.0,2.0,0.0,0.0,0.0,2,310.0,2.5,4.0,0,0,8.908829791587868,10.628617778949124
53.0,2.0,0.0,3.0,3.0,20,240.0,4.7,6.0,0,1,12.343444778061468,9.018089684104343
32.0,2.0,0.0,6.0,6.0,1,310.0,3.0,6.0,0,0,9.05998249038762,11.74325116281265
3.0,2.0,2.0,9.0,0.0,10,450.0,4.2,6.0,1,1,10.801593946976432,10.712215345197256
39.0,2.0,0.0,6.0,6.0,2,310.0,1.5,3.0,0,0,9.96236948027235,10.271839059304192
43.0,2.0,2.0,8.0,3.0,14,400.0,4.8,6.0,0,1,11.046818234892502,10.261196961231647
4.0,3.0,0.0,3.0,6.0,3,382.0,3.0,6.0,0,1,10.098272780745283,10.819778284410283
8.0,1.0,0.0,3.0,6.0,14,403.0,6.2,6.0,0,1,11.552155793461898,9.87822102528824
55.0,2.0,0.0,9.0,6.0,4,310.0,2.0,4.0,1,1,10.74183836432845,10.2328272702548
34.0,2.0,0.0,0.0,0.0,1,310.0,2.5,4.0,1,1,7.565793282428515,10.612901705559945
10.0,3.0,0.0,9.0,0.0,2,310.0,3.6,6.0,0,0,11.02671114967651,10.487126739641525
22.0,2.0,0.0,0.0,0.0,4,310.0,2.0,4.0,0,1,10.087515985121769,10.47090142763031
53.0,2.0,0.0,6.0,6.0,23,220.0,3.0,6.0,0,1,12.352689301453351,8.366602832783736
14.0,2.0,0.0,3.0,0.0,5,375.0,3.5,6.0,0,1,11.302216779257382,10.55843949396453
14.0,6.0,2.0,3.0,6.0,50,310.0,3.5,6.0,0,1,8.735203590618699,11.652696102959753
26.0,2.0,0.0,7.0,6.0,2,310.0,3.5,6.0,0,0,10.067687568216387,10.714395546283317
34.0,2.0,0.0,9.0,0.0,4,187.0,2.5,6.0,0,1,11.273411140805074,9.798182590890704
24.0,2.0,0.0,7.0,0.0,9,192.0,2.4,6.0,1,1,11.604419280803642,9.38437770918244
27.0,2.0,0.0,3.0,3.0,15,270.0,3.5,6.0,1,1,12.08954444723597,8.412054873292933
38.0,2.0,0.0,0.0,0.0,8,310.0,2.4,4.0,0,1,11.784432422739082,9.39024233725137
36.0,2.0,0.0,9.0,0.0,7,362.0,3.0,6.0,0,1,11.571203807011969,10.16203685698089
3.0,2.0,2.0,3.0,0.0,5,184.0,2.0,6.0,1,1,10.24750269832807,10.221977646629885
3.0,1.0,0.0,8.0,3.0,9,310.0,2.0,4.0,0,0,11.423044520160788,9.61573881119536
36.0,2.0,0.0,0.0,0.0,8,208.0,2.0,6.0,1,1,11.391898423211194,9.729193687429403
20.0,2.0,0.0,8.0,0.0,13,390.0,5.0,6.0,0,0,11.349241150793087,10.019090435608215
24.0,2.0,0.0,9.0,0.0,3,310.0,1.6,4.0,0,0,9.319643106866632,10.275016625615446
4.0,4.0,0.0,3.0,0.0,6,313.0,2.0,6.0,1,1,10.716437949035694,10.333677793031093
36.0,2.0,0.0,7.0,3.0,21,192.0,2.3,6.0,1,1,10.41250153627285,9.38437770918244
22.0,2.0,1.0,7.0,3.0,21,150.0,2.4,6.0,0,1,11.170449240431308,9.433483923290392
24.0,2.0,0.0,4.0,9.0,4,291.0,3.8,6.0,0,0,10.922352923113982,10.505094936455558
26.0,2.0,0.0,0.0,0.0,12,375.0,5.0,6.0,0,1,11.860238724769316,9.581283046045924
21.0,2.0,2.0,0.0,6.0,17,420.0,4.2,6.0,1,1,10.819798284210286,9.994287576862567
4.0,2.0,1.0,5.0,5.0,4,425.0,3.0,6.0,0,1,10.279901396250288,11.18436584089937
4.0,3.0,0.0,9.0,7.0,2,382.0,3.0,6.0,0,1,9.105090961257085,10.949068194652432
36.0,3.0,0.0,9.0,0.0,3,310.0,3.5,6.0,0,0,8.629807335785372,11.333786837278764
44.0,2.0,0.0,6.0,0.0,2,310.0,5.7,8.0,0,0,10.437697616534855,10.782927560612269
4.0,2.0,0.0,0.0,0.0,11,445.0,4.4,6.0,0,1,10.511920715155128,10.491274217438248
36.0,2.0,0.0,9.0,6.0,17,228.0,3.0,6.0,0,1,10.81229031944438,9.392745258631441
22.0,2.0,0.0,9.0,6.0,7,172.0,2.4,6.0,1,1,10.714439990727769,9.711176264112805
53.0,3.0,0.0,0.0,3.0,5,306.0,3.5,6.0,0,1,11.146935845249686,10.491301994830229
4.0,2.0,0.0,1.0,5.0,2,310.0,4.4,8.0,0,0,9.024974184996003,11.501874628783144
4.0,2.0,1.0,4.0,5.0,1,310.0,3.0,6.0,0,1,8.320448113956559,11.346233133048466
4.0,2.0,1.0,1.0,3.0,25,240.0,3.2,6.0,0,1,12.12649358035784,10.517347989609593
32.0,2.0,0.0,9.0,2.0,6,424.0,3.0,6.0,0,1,10.959557617938563,10.643064971973882
0.0,2.0,0.0,0.0,0.0,3,272.0,2.0,6.0,0,1,10.275085591132715,10.587871447425917
36.0,2.0,2.0,3.0,0.0,9,208.0,2.0,6.0,1,1,11.029650155291243,9.852246888342531
36.0,0.0,0.0,9.0,0.0,3,188.0,3.0,6.0,0,1,10.413342705547674,10.714439990727769
8.0,2.0,0.0,8.0,3.0,10,304.0,3.6,6.0,1,1,11.050111924969828,9.769899015421748
9.0,2.0,2.0,8.0,0.0,9,323.0,3.6,6.0,0,1,10.945106119684118,9.890959401958858
43.0,2.0,0.0,4.0,3.0,11,400.0,4.8,6.0,0,1,11.429554725537322,10.043292972227004
11.0,2.0,0.0,3.0,6.0,19,340.0,5.7,6.0,1,1,11.472113887062386,9.392745258631441
20.0,2.0,0.0,0.0,0.0,10,330.0,3.7,6.0,0,1,10.419330568113901,10.043292972227004
26.0,2.0,0.0,9.0,9.0,4,557.0,5.0,6.0,0,1,9.726452000171411,11.626263078808801
53.0,3.0,0.0,8.0,3.0,17,147.0,2.4,6.0,1,1,10.882753083571671,9.132486932771318
15.0,2.0,0.0,6.0,2.0,8,281.0,3.6,6.0,0,1,11.686887175419702,9.433563920090563
28.0,2.0,0.0,0.0,6.0,3,310.0,2.0,4.0,0,0,10.286604796980384,10.51867319162636
44.0,0.0,0.0,3.0,3.0,7,350.0,6.7,6.0,1,1,11.362114203075018,10.62135173563291
44.0,0.0,0.0,0.0,6.0,10,385.0,6.7,6.0,1,1,12.083910661257521,10.609081944147828
36.0,2.0,0.0,0.0,0.0,11,362.0,4.6,6.0,1,1,11.445727410406752,9.674137279312397
4.0,2.0,0.0,7.0,9.0,6,600.0,4.4,6.0,1,1,10.77270764101727,10.915088464214607
14.0,2.0,1.0,3.0,3.0,21,390.0,4.6,6.0,0,0,11.487576887281786,10.106469212026385
0.0,2.0,0.0,3.0,6.0,2,310.0,2.4,4.0,0,0,9.687878048875998,10.188666494769791
7.0,2.0,0.0,9.0,6.0,19,275.0,4.2,6.0,1,1,11.902193438175821,7.937731775260109
8.0,1.0,0.0,0.0,0.0,11,403.0,6.2,6.0,1,1,11.467624705740064,9.99884318585288
36.0,2.0,0.0,3.0,3.0,6,463.0,4.0,6.0,0,1,10.731864682356177,10.859018228147887
20.0,2.0,0.0,8.0,6.0,8,400.0,5.6,6.0,1,1,11.002116507732017,10.163965423497029
7.0,2.0,0.0,9.0,0.0,5,138.0,1.4,6.0,0,1,10.819798284210286,9.841399360222706
36.0,2.0,0.0,0.0,6.0,5,310.0,3.0,6.0,0,0,10.41876325997573,10.691944912900398
22.0,2.0,0.0,3.0,3.0,14,210.0,3.7,6.0,0,1,11.580593459194764,8.682877107057168
36.0,2.0,2.0,9.0,0.0,13,536.0,5.5,6.0,1,1,11.002116507732017,10.518700218288165
3.0,2.0,0.0,9.0,2.0,8,333.0,3.0,6.0,0,1,10.915106645867503,10.239995502805316
34.0,2.0,0.0,0.0,0.0,2,186.0,2.5,6.0,0,1,8.29529885950246,10.146472946063877
5.0,2.0,0.0,1.0,6.0,15,600.0,6.0,6.0,0,0,10.96476135554887,10.992066340225865
5.0,2.0,0.0,7.0,0.0,2,310.0,4.0,8.0,0,1,9.3031929889908,12.292025545864318
5.0,2.0,0.0,6.0,6.0,2,310.0,4.0,8.0,0,1,10.234911352935114,12.194763942507127
43.0,2.0,2.0,8.0,6.0,6,310.0,3.5,6.0,0,0,10.36340927977359,11.578703842168515
54.0,2.0,1.0,1.0,0.0,8,292.0,2.0,6.0,0,1,10.760983237899778,10.307317991967832
19.0,2.0,0.0,3.0,0.0,13,306.0,3.8,6.0,1,1,12.01645453350358,8.294299608857235
14.0,2.0,0.0,9.0,6.0,6,375.0,3.5,6.0,1,1,11.49273296168228,10.146472946063877
19.0,2.0,0.0,0.0,6.0,4,310.0,2.4,4.0,0,0,10.59448241852793,10.032320424379096
14.0,2.0,0.0,1.0,0.0,11,305.0,3.7,6.0,1,1,11.899493135973929,9.472012088995733
4.0,2.0,0.0,8.0,0.0,10,300.0,3.0,6.0,0,1,10.889323003601277,10.165120780630861
11.0,6.0,2.0,6.0,0.0,14,310.0,3.5,6.0,0,1,11.513934955263402,9.741027444837728
36.0,2.0,0.0,1.0,0.0,4,577.0,4.0,6.0,0,1,7.467942332285852,12.206052645330171
11.0,2.0,0.0,5.0,0.0,4,797.0,6.2,6.0,0,1,7.919719760924575,11.556951919719207
43.0,2.0,0.0,2.0,6.0,11,265.0,2.7,6.0,0,1,10.616461869895815,10.477316144080852
43.0,2.0,0.0,6.0,0.0,6,310.0,2.0,4.0,1,1,10.513225949874762,10.809748150372926
14.0,0.0,0.0,9.0,3.0,3,310.0,6.7,8.0,0,0,11.260610536355738,10.817455589040637
14.0,2.0,0.0,7.0,0.0,14,315.0,4.6,6.0,1,1,11.37940550085183,9.60918360377546
9.0,2.0,0.0,0.0,0.0,4,355.0,5.3,6.0,0,1,11.440365524765756,10.55843949396453
36.0,2.0,0.0,0.0,0.0,6,310.0,2.0,4.0,0,1,10.63383417408518,10.248919530528813
44.0,1.0,0.0,0.0,0.0,5,310.0,3.6,6.0,1,0,9.852246888342531,10.411599497604435
53.0,3.0,0.0,4.0,6.0,1,310.0,3.4,6.0,1,1,7.3395376954076745,11.24339760309849
4.0,2.0,0.0,4.0,0.0,6,600.0,4.4,6.0,1,1,10.344673667218705,11.127277689932466
34.0,2.0,0.0,7.0,0.0,2,310.0,2.5,4.0,0,0,9.985159701180153,10.130623125119875
39.0,2.0,2.0,6.0,6.0,8,310.0,2.5,6.0,1,0,11.48993315604396,9.680281499268713
3.0,0.0,0.0,9.0,3.0,9,240.0,3.0,6.0,0,1,11.19822841866684,10.434145214930487
16.0,2.0,0.0,1.0,3.0,4,311.0,3.8,6.0,0,1,10.069044362997353,10.370392636243981
46.0,2.0,0.0,0.0,0.0,8,563.0,6.6,6.0,0,1,9.077494458642754,12.02515610124372
4.0,2.0,2.0,1.0,0.0,5,560.0,4.4,6.0,0,1,9.928228944424575,11.125806040978839
14.0,2.0,1.0,0.0,0.0,11,305.0,3.7,6.0,1,1,10.966697163402289,9.839002363309719
4.0,2.0,0.0,0.0,0.0,15,360.0,4.8,6.0,0,1,10.463131911491967,9.825580063659602
39.0,5.0,0.0,0.0,0.0,1,214.0,3.5,6.0,1,1,8.866440619526173,10.30547997116532
28.0,2.0,0.0,0.0,6.0,5,310.0,2.3,4.0,0,0,10.476442547767668,10.33822015832486
24.0,2.0,0.0,6.0,3.0,2,310.0,3.8,6.0,0,0,9.594036921611199,10.753382038770598
28.0,2.0,0.0,9.0,6.0,2,440.0,3.5,6.0,0,1,9.528866827722945,11.289781913656018
36.0,2.0,0.0,0.0,0.0,9,449.0,4.7,6.0,0,1,9.495594499353297,11.042937835596494
9.0,2.0,0.0,1.0,6.0,7,310.0,6.0,6.0,0,1,11.669937760751914,10.203629181337648
3.0,3.0,0.0,9.0,0.0,4,335.0,3.0,6.0,0,1,10.207325906555994,10.819798284210286
14.0,2.0,0.0,9.0,0.0,7,310.0,2.3,6.0,1,1,11.400350095849324,9.951801412814678
9.0,2.0,0.0,9.0,0.0,6,153.0,1.4,6.0,1,1,11.51293546492023,9.04793908261736
26.0,3.0,0.0,8.0,0.0,4,395.0,3.0,6.0,0,1,9.680406499268875,11.231901180182515
26.0,2.0,0.0,9.0,0.0,1,296.0,2.0,6.0,0,1,9.62911649414402,11.05089000537367
4.0,2.0,1.0,9.0,2.0,12,400.0,4.4,6.0,0,1,10.595659257474393,10.571214355749163
14.0,2.0,0.0,9.0,0.0,16,210.0,4.0,6.0,1,1,11.686887175419702,9.510519035757246
24.0,2.0,0.0,7.0,0.0,2,310.0,1.6,4.0,0,0,9.303101852057495,10.308919326755392
34.0,2.0,1.0,8.0,0.0,10,155.0,2.0,6.0,1,1,11.682676678340282,9.350189267092581
24.0,2.0,0.0,0.0,0.0,3,365.0,3.3,6.0,0,1,9.022684613591526,10.734220396048636
9.0,2.0,0.0,7.0,3.0,1,650.0,6.2,6.0,0,1,7.989899374942939,11.218567827096358
36.0,2.0,0.0,9.0,0.0,7,563.0,5.5,6.0,1,1,11.19822841866684,11.264476926102367
14.0,2.0,2.0,6.0,9.0,19,280.0,3.9,6.0,0,1,11.314486721293981,9.60918360377546
3.0,5.0,0.0,3.0,6.0,5,310.0,3.5,6.0,0,0,8.971448463693834,10.571316925111784
15.0,2.0,0.0,9.0,0.0,7,420.0,6.2,6.0,0,1,10.801736505909519,10.590390276998745
24.0,2.0,0.0,8.0,0.0,1,291.0,3.8,6.0,0,1,8.612685172875459,10.596659732783579
9.0,2.0,1.0,1.0,0.0,19,400.0,6.0,6.0,0,1,10.510559281627845,10.165890277802454
4.0,2.0,2.0,9.0,6.0,10,445.0,4.4,6.0,0,1,10.596659732783579,10.434145214930487
39.0,2.0,0.0,8.0,0.0,7,170.0,2.5,6.0,0,0,11.265886170980464,9.770013301136158
15.0,2.0,0.0,3.0,6.0,9,288.0,3.6,6.0,0,1,11.223441770571819,9.892477160016076
8.0,2.0,0.0,0.0,0.0,3,420.0,6.2,6.0,0,1,9.638935897473202,11.445727410406752
39.0,2.0,0.0,1.0,0.0,14,485.0,3.8,6.0,0,1,10.738589920723442,11.198214720130528
53.0,2.0,0.0,8.0,3.0,6,295.0,3.5,6.0,0,1,11.02606047864908,10.34177474101152
4.0,2.0,0.0,1.0,2.0,4,335.0,3.0,6.0,0,1,10.719781137917781,10.905974329106854
20.0,2.0,0.0,0.0,0.0,6,295.0,3.5,6.0,0,1,10.778977123006351,10.203629181337648
27.0,2.0,1.0,0.0,6.0,14,204.0,2.5,6.0,0,1,11.134603622683905,9.825580063659602
15.0,2.0,0.0,0.0,6.0,5,310.0,5.3,8.0,0,0,10.678997823521197,10.85707406915398
9.0,2.0,0.0,7.0,6.0,19,310.0,6.0,8.0,0,1,11.719630643532376,9.95208722237219
11.0,2.0,0.0,3.0,7.0,10,375.0,5.7,6.0,0,1,11.438869799140814,9.890959401958858
19.0,2.0,0.0,9.0,6.0,8,429.0,5.0,6.0,0,1,11.184435286790631,9.97119292889014
25.0,2.0,0.0,1.0,0.0,5,759.0,6.5,6.0,0,1,8.84361509218395,13.38472764187182
14.0,2.0,0.0,3.0,0.0,21,260.0,4.6,6.0,0,1,11.326607934898927,9.259225769705994
3.0,5.0,0.0,1.0,0.0,3,310.0,3.5,6.0,0,0,9.799903236279558,10.586584397242571
53.0,3.0,0.0,2.0,0.0,1,437.0,3.4,6.0,0,1,9.012011377036412,11.275949181024878
26.0,3.0,2.0,8.0,0.0,4,395.0,3.0,6.0,0,0,9.852246888342531,11.223922520551032
22.0,2.0,0.0,0.0,0.0,2,310.0,3.6,6.0,0,0,9.463120392418698,10.659609532257463
32.0,2.0,0.0,6.0,2.0,9,454.0,4.7,6.0,0,1,10.373522431293592,10.491301994830229
4.0,2.0,0.0,9.0,6.0,11,560.0,4.4,6.0,1,1,11.021019726056748,10.53212287826962
36.0,2.0,0.0,6.0,6.0,2,310.0,2.0,6.0,0,0,9.170871628065816,10.689692377847104
26.0,3.0,0.0,7.0,0.0,1,310.0,3.5,6.0,0,0,8.170468578330674,11.87756163408958
14.0,2.0,0.0,2.0,6.0,13,365.0,3.5,6.0,0,1,11.931642378754141,9.546884034617925
3.0,2.0,0.0,9.0,0.0,12,211.0,2.0,6.0,0,1,11.771961118831888,8.853808274977197
4.0,2.0,0.0,3.0,0.0,5,335.0,3.0,6.0,1,1,10.491301994830229,10.645329654634832
4.0,2.0,0.0,9.0,0.0,15,300.0,3.0,6.0,0,1,11.429641677333475,9.433563920090563
14.0,2.0,0.0,9.0,3.0,26,150.0,3.8,6.0,0,1,11.065090289695444,9.239996256883693
53.0,2.0,0.0,0.0,3.0,12,381.0,5.7,6.0,0,1,11.924379271639218,9.770013301136158
11.0,6.0,1.0,4.0,0.0,5,310.0,3.5,6.0,0,1,10.668978650219241,10.819798284210286
26.0,2.0,0.0,9.0,6.0,6,310.0,3.5,6.0,0,0,10.545893917642873,11.066622737219737
3.0,3.0,2.0,8.0,0.0,3,335.0,3.0,6.0,0,1,9.599066156080049,11.019612266288869
50.0,2.0,1.0,3.0,0.0,9,268.0,2.0,6.0,0,1,10.868587496017359,10.043292972227004
9.0,2.0,0.0,0.0,0.0,7,355.0,5.3,6.0,1,1,12.2432335464183,9.952325334619427
20.0,2.0,0.0,3.0,3.0,4,295.0,3.5,6.0,0,1,10.571342565808699,10.305647203635566
43.0,2.0,0.0,0.0,2.0,13,265.0,2.9,6.0,0,0,11.097425172408931,10.239995502805316
20.0,2.0,0.0,0.0,0.0,7,295.0,3.5,6.0,0,1,11.445727410406752,9.680406499268875
4.0,2.0,0.0,0.0,0.0,6,425.0,3.0,6.0,0,1,8.881975184248867,11.06665398721974
32.0,2.0,0.0,6.0,6.0,2,310.0,3.0,6.0,0,0,7.107425474110705,12.38380451915696
26.0,3.0,0.0,0.0,9.0,1,395.0,3.0,6.0,0,1,9.038602608721874,11.407576060361786
4.0,2.0,0.0,3.0,0.0,4,310.0,4.4,8.0,0,0,10.147256921643994,11.349241150793087
52.0,5.0,0.0,1.0,0.0,4,310.0,3.5,6.0,0,0,10.327283617329016,10.645424897265505
55.0,5.0,0.0,3.0,1.0,1,402.0,3.5,6.0,0,1,9.741027444837728,10.91328684226798
36.0,2.0,2.0,7.0,9.0,13,382.0,5.5,6.0,1,1,10.628980909135285,10.341742483467284
26.0,2.0,2.0,9.0,0.0,4,518.0,5.0,6.0,1,1,10.81777628173961,11.07443600653965
14.0,1.0,0.0,1.0,0.0,12,240.0,3.0,6.0,0,1,12.13494714446161,8.412054873292933
27.0,2.0,0.0,8.0,0.0,8,268.0,3.5,6.0,1,1,10.846147539430351,10.16569795901424
43.0,2.0,0.0,3.0,0.0,5,365.0,2.5,6.0,0,1,9.249657234353133,11.510432359764517
36.0,2.0,0.0,9.0,0.0,4,310.0,3.5,6.0,0,0,9.934162236804047,11.870592916210601
44.0,2.0,0.0,9.0,0.0,2,310.0,5.7,8.0,0,1,9.871842074700583,10.733392166450933
3.0,2.0,0.0,0.0,0.0,4,310.0,5.2,10.0,0,0,9.4129546320379,12.14367050736717
38.0,2.0,1.0,8.0,0.0,18,286.0,2.0,6.0,0,1,11.251573687764477,10.950824090522445
0.0,2.0,0.0,1.0,3.0,11,280.0,3.5,6.0,0,1,10.596659732783579,10.085850775128717
8.0,2.0,0.0,9.0,6.0,12,270.0,3.0,6.0,0,1,11.635151947212842,9.210440366976517
9.0,2.0,1.0,3.0,0.0,2,455.0,6.2,6.0,1,1,8.936035096566041,10.736418414365376
53.0,3.0,0.0,9.0,3.0,2,208.0,2.5,6.0,0,1,9.923339198238729,10.305647203635566
14.0,2.0,0.0,9.0,3.0,5,310.0,3.5,6.0,0,1,11.652696102959753,10.571342565808699
27.0,3.0,0.0,0.0,0.0,12,295.0,3.5,6.0,0,1,12.384223015005313,8.853808274977197
21.0,2.0,0.0,0.0,0.0,10,310.0,3.5,6.0,0,0,11.038029889644065,10.404232536959167
22.0,2.0,0.0,0.0,0.0,4,310.0,3.5,6.0,0,0,10.005096038124226,10.560981648381585
43.0,2.0,2.0,1.0,0.0,7,350.0,2.5,6.0,0,1,10.797553125151618,11.042937835596494
3.0,2.0,2.0,9.0,0.0,10,525.0,5.2,6.0,0,1,9.989711119284745,11.669937760751914
28.0,2.0,0.0,8.0,0.0,8,300.0,3.7,6.0,1,1,11.130214506480655,9.726213236963687
9.0,2.0,0.0,7.0,3.0,23,190.0,4.3,6.0,0,1,11.842236406331555,8.853808274977197
36.0,2.0,0.0,0.0,0.0,3,416.0,4.0,6.0,0,1,11.239816684367907,11.775297421715827
27.0,2.0,0.0,0.0,7.0,2,310.0,3.5,6.0,0,0,9.570180302058072,10.915070282231135
4.0,2.0,0.0,1.0,9.0,5,445.0,4.4,6.0,1,1,10.64320815639566,10.736396675471232
9.0,2.0,0.0,0.0,7.0,8,455.0,6.2,6.0,0,1,12.00762780434872,9.975854724662028
14.0,3.0,0.0,1.0,0.0,11,310.0,2.0,4.0,0,1,11.994944123794168,8.980423936374544
19.0,2.0,0.0,3.0,0.0,2,310.0,2.5,4.0,0,0,10.035830739523842,10.451059677269122
27.0,2.0,0.0,9.0,0.0,1,310.0,2.4,4.0,0,0,8.609590040682205,11.00128284088368
26.0,2.0,0.0,3.0,0.0,4,246.0,2.0,6.0,1,1,10.755602364191718,10.34177474101152
9.0,2.0,0.0,1.0,6.0,5,355.0,5.3,6.0,1,1,11.184435286790631,10.571342565808699
43.0,2.0,1.0,9.0,0.0,4,414.0,4.0,6.0,0,1,8.131824785007195,11.774527900858468
9.0,2.0,0.0,9.0,0.0,3,335.0,3.6,6.0,1,1,9.798182590890704,10.308985993422082
22.0,2.0,0.0,1.0,0.0,3,310.0,3.5,6.0,0,0,10.329767847024877,10.596609732783568
53.0,2.0,0.0,8.0,8.0,17,236.0,4.0,6.0,0,0,10.126070946991774,10.42171570981886
15.0,2.0,0.0,9.0,6.0,1,420.0,6.2,6.0,0,1,9.208238163884312,11.451050061252142
14.0,2.0,1.0,1.0,0.0,6,526.0,5.2,6.0,1,1,9.825580063659602,11.26446410567173
8.0,2.0,0.0,6.0,6.0,3,310.0,6.2,8.0,0,1,11.19607544721571,11.28966940732742
7.0,2.0,0.0,0.0,6.0,7,310.0,3.6,6.0,0,1,11.119897691565697,9.90353755128617
52.0,5.0,0.0,0.0,0.0,4,534.0,3.5,6.0,0,1,10.681320491262715,11.097273648073832
36.0,2.0,0.0,3.0,6.0,7,241.0,2.0,6.0,0,1,10.515993929932415,10.25769445336048
9.0,1.0,0.0,8.0,0.0,7,310.0,3.5,6.0,1,0,11.030379508549343,10.596609732783568
24.0,2.0,0.0,9.0,0.0,2,310.0,3.8,6.0,0,0,10.489578335799088,10.676600514733956
53.0,3.0,0.0,0.0,0.0,1,310.0,3.4,6.0,0,0,9.282568005973063,11.052491896264268
3.0,2.0,0.0,0.0,0.0,1,310.0,4.0,8.0,0,0,8.402455513945814,11.588969419043872
